3132,1
6265,19
9397,7
12530,18
15663,48
18795,40
21928,32
25061,33
28193,35
31326,58
34458,51
37591,40
40724,39
43856,28
46989,50
50122,57
53254,47
56387,47
59520,57
62652,45
65785,36
68917,29
72050,55
75183,47
